community_id,community_name,url,district,township,address,longitude,latitude,age,developer,property_company,property_type,property_fee,total_construction_area,volume_rate,total_houses,parking_space,green_rate,greet,comfort,traffic_score,metro_station_num,bus_station_num,hospital_score,level_three_num,level_two_num,level_one_num,level_comm_num,school_score,nursery_num,junior_num,middle_num,commerce_score,restaurant_num,bank_num,supermarket_num,average_price
1474,水霞小区,https://shanghai.anjuke.com/community/view/1474/,长宁,仙霞,茅台路579弄,31.215523,121.3962644,1996,上海新长宁（集团）有限公司,上海申诚物业管理有限公司,公寓,0.58,10000.0,3.0,500.0,80.0,35.0,10.0,7.0,10.0,0.0,0.0,8.0,7.0,5.0,7.0,481.0,9.0,0.0,0.0,0.0,10.0,293.0,91.0,116.0,70262
1477,虹景别墅,https://shanghai.anjuke.com/community/view/1477/,长宁,仙霞,虹古路133弄,31.20891614,121.403597,1998,其它,其它,别墅,1.9,30000.0,2.0,300.0,90.0,30.0,9.0,7.0,10.0,0.0,0.0,9.0,9.0,4.0,9.0,478.0,7.0,0.0,0.0,0.0,8.0,225.0,168.0,107.0,88406
1478,虹景花苑,https://shanghai.anjuke.com/community/view/1478/,长宁,仙霞,虹古路11弄2-30号,31.20877238,121.4050491,1998,其它,其它,公寓,2.0,33600.0,1.6,256.0,550.0,30.0,8.0,8.0,9.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,185.0,112.0,65027
148486,仙霞路464号,https://shanghai.anjuke.com/community/view/148486/,长宁,仙霞,仙霞路454弄,31.21102796,121.3997117,1994,新长宁（集团）有限公司,上海新长宁集团仙霞物业有限公司,公寓,1.2,21000.0,2.0,120.0,20.0,30.0,5.0,5.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,390.0,110.0,0.0,57175
1489,明安绿苑翠庭,https://shanghai.anjuke.com/community/view/1489/,长宁,仙霞,紫云西路28弄,31.21298717,121.4118348,2015,其它,其它,公寓,2.5,45080.0,2.5,286.0,194.0,40.0,10.0,10.0,10.0,0.0,0.0,10.0,8.0,5.0,9.0,478.0,8.0,0.0,0.0,0.0,10.0,199.0,158.0,143.0,81206
16163,仙霞二区,https://shanghai.anjuke.com/community/view/16163/,长宁,仙霞,娄山关路445弄,31.21364314,121.40958,1992,上海新长宁（集团）有限公司,上海明君物业管理有限公司,公寓,1.2,3000.0,1.8,1000.0,120.0,25.0,6.0,6.0,10.0,0.0,0.0,9.0,8.0,5.0,9.0,478.0,9.0,0.0,0.0,0.0,10.0,182.0,163.0,155.0,50309
164,仙逸小区,https://shanghai.anjuke.com/community/view/164/,长宁,仙霞,水城路388弄,31.21171939,121.4000592,1983,上海新长宁（集团）有限公司,上海新长宁集团仙霞物业有限公司,公寓,0.6,79000.0,2.0,1200.0,385.0,30.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,61870
171027,仙霞路公房,https://shanghai.anjuke.com/community/view/171027/,长宁,仙霞,仙霞路486弄,31.21130936,121.3988057,1994,上海新长宁（集团）有限公司,上海新长宁集团仙霞物业有限公司,公寓,0.6,12000.0,2.0,380.0,46.0,35.0,6.0,7.0,10.0,0.0,0.0,9.0,8.0,4.0,9.0,479.0,8.0,0.0,0.0,0.0,10.0,305.0,98.0,97.0,81115
171509,水城路491弄,https://shanghai.anjuke.com/community/view/171509/,长宁,仙霞,水城路491弄,31.21436315,121.3975282,1994,新长宁集团,仙霞物业,公寓,0.45,8000.0,2.0,320.0,30.0,32.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,69581
177840,百联西郊,https://shanghai.anjuke.com/community/view/177840/,长宁,仙霞,仙霞西路800号,31.21434626,121.3760352,2005,其它,其它,其它,7.0,110000.0,0.3,320.0,600.0,32.0,8.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62500
180054,佰威商务中心,https://shanghai.anjuke.com/community/view/180054/,长宁,仙霞,古北路458号,31.21525894,121.4069563,1994,其它,其它,公寓,1.2,21000.0,2.0,320.0,90.0,30.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,32656
187691,仙霞路588号,https://shanghai.anjuke.com/community/view/187691/,长宁,仙霞,仙霞路588号,31.21120496,121.3969896,1994,上海中星（集团）有限公司,其它,老公房,0.8,12000.0,2.3,360.0,45.0,30.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,31063
188317,仙霞路471弄,https://shanghai.anjuke.com/community/view/188317/,长宁,仙霞,水城路388弄,31.21171939,121.4000592,1983,上海新长宁（集团）有限公司,上海新长宁集团仙霞物业有限公司,公寓,0.6,180000.0,2.0,480.0,80.0,30.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,50967
189112,福泉路88弄小区,https://shanghai.anjuke.com/community/view/189112/,长宁,仙霞,福泉路88弄,31.21985458,121.3651125,1994,复地（集团）股份有限公司,其它,公寓,1.1,21000.0,1.3,320.0,90.0,35.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,37036
237130,虹康景博苑,https://shanghai.anjuke.com/community/view/237130/,长宁,仙霞,仙霞路1388号,31.21309868,121.3800926,2000,其它,其它,公寓,1.5,33000.0,2.0,320.0,90.0,38.0,9.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,58.0,0.0,73082
2772,美丽华花园,https://shanghai.anjuke.com/community/view/2772/,长宁,仙霞,水城南路87弄,31.20316909,121.3982461,1995,其它,其它,公寓,4.6,25000.0,2.39,320.0,290.0,30.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,61766
2774,锦苑小区(长宁),https://shanghai.anjuke.com/community/view/2774/,长宁,仙霞,虹桥路1829弄,31.206339,121.395682,1992,其它,其它,公寓,2.8,21000.0,2.0,355.0,50.0,35.0,10.0,6.0,9.0,0.0,0.0,8.0,7.0,3.0,7.0,483.0,0.0,0.0,0.0,0.0,8.0,337.0,98.0,65.0,71971
2775,长宁锦苑小区,https://shanghai.anjuke.com/community/view/2775/,长宁,仙霞,虹桥路1829弄,31.206355100000003,121.3957437,1992,其它,其它,公寓,2.8,23000.0,2.0,420.0,60.0,35.0,9.0,6.0,9.0,0.0,0.0,8.0,7.0,3.0,7.0,483.0,0.0,0.0,0.0,0.0,8.0,333.0,99.0,68.0,60455
2776,西郊华庭,https://shanghai.anjuke.com/community/view/2776/,长宁,仙霞,虹桥路1889弄1-98号,31.20605203,121.39386129999998,1998,其它,上海高力国际物业服务有限公司,公寓,4.2,60000.0,1.3,331.0,200.0,40.0,10.0,10.0,9.0,0.0,14.0,8.0,7.0,3.0,8.0,482.0,7.0,9.0,5.0,0.0,8.0,349.0,64.0,59.0,74130
2780,虹景家苑,https://shanghai.anjuke.com/community/view/2780/,长宁,仙霞,虹古路8弄1-11号,31.2099324,121.4054735,1999,其它,其它,公寓,1.75,39000.0,2.4,358.0,120.0,40.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,73638
2786,长福公寓,https://shanghai.anjuke.com/community/view/2786/,长宁,仙霞,古北路688号,31.21018219,121.4061508,2000,其它,其它,公寓,2.0,21000.0,2.0,320.0,90.0,30.0,8.0,7.0,7.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,179.0,0.0,28957
2787,虹城公寓,https://shanghai.anjuke.com/community/view/2787/,长宁,仙霞,仙霞路470弄,31.21089747,121.3996736,1989,其它,其它,公寓,1.5,12100.0,1.8,320.0,80.0,30.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,56003
2788,银鑫公寓,https://shanghai.anjuke.com/community/view/2788/,长宁,仙霞,仙霞路666弄1-2号,31.2112858,121.3942009,1995,其它,其它,公寓,2.98,19862.0,1.8,850.0,35.0,30.0,9.0,7.0,10.0,0.0,0.0,8.0,7.0,5.0,6.0,482.0,8.0,3.0,2.0,0.0,10.0,338.0,65.0,92.0,50597
2789,虹古大楼小区,https://shanghai.anjuke.com/community/view/2789/,长宁,仙霞,仙霞路620弄,31.21095897,121.39488020000002,1993,其它,其它,公寓,1.68,13100.0,2.0,200.0,60.0,50.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,54402
2790,虹古小区,https://shanghai.anjuke.com/community/view/2790/,长宁,仙霞,虹古路261弄6-26号,31.20899275,121.3997346,1990,其它,古北集团物业管理有限公司,公寓,0.6,21000.0,1.9,320.0,90.0,40.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,274.0,132.0,94.0,66686
2885,虹康景博苑,https://shanghai.anjuke.com/community/view/2885/,长宁,仙霞,仙霞路1388号,31.21309868,121.3800926,2000,其它,其它,公寓,1.5,20000.0,2.0,320.0,120.0,38.0,9.0,8.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70542
392,虹桥豪苑,https://shanghai.anjuke.com/community/view/392/,长宁,仙霞,紫云路118弄,31.21300697,121.41596979999998,2006,其它,其它,公寓,4.95,110000.0,3.7,626.0,500.0,35.0,10.0,9.0,10.0,0.0,0.0,10.0,8.0,5.0,8.0,479.0,8.0,0.0,0.0,0.0,9.0,350.0,150.0,0.0,84373
404868,水仙苑,https://shanghai.anjuke.com/community/view/404868/,长宁,仙霞,水城路386弄,31.21351115,121.3975463,1990,其它,其它,公寓,1.6,39000.0,2.0,384.0,130.0,28.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,55615
432691,银鑫公寓B楼,https://shanghai.anjuke.com/community/view/432691/,长宁,仙霞,仙霞路666弄1-2号,31.2112858,121.3942009,1995,其它,其它,公寓,2.98,21000.0,1.8,320.0,35.0,30.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,35048
5149,仙霞别墅,https://shanghai.anjuke.com/community/view/5149/,长宁,仙霞,安龙路785弄,31.21378338,121.3925381,1998,上海新长宁（集团）有限公司,上海明君物业管理有限公司,公寓,3.6,6000.0,2.0,128.0,90.0,40.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,59930
5194,茅台路122弄,https://shanghai.anjuke.com/community/view/5194/,长宁,仙霞,茅台路579弄,31.215523,121.3962644,1996,上海新长宁（集团）有限公司,上海申诚物业管理有限公司,公寓,0.58,20000.0,3.0,300.0,30.0,35.0,7.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46706
5212,仙霞路295弄,https://shanghai.anjuke.com/community/view/5212/,长宁,仙霞,娄山关路445弄,31.21364314,121.40958,1992,上海新长宁（集团）有限公司,上海明君物业管理有限公司,公寓,1.2,21000.0,1.8,120.0,120.0,25.0,6.0,6.0,7.0,0.0,0.0,9.0,8.0,5.0,9.0,478.0,0.0,0.0,0.0,0.0,10.0,165.0,180.0,155.0,44935
5249,茅台路601弄,https://shanghai.anjuke.com/community/view/5249/,长宁,仙霞,茅台路579弄,31.215523,121.3962644,1996,上海新长宁（集团）有限公司,上海申诚物业管理有限公司,公寓,0.58,10000.0,3.0,320.0,50.0,35.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,66685
5255,虹旭二小区,https://shanghai.anjuke.com/community/view/5255/,长宁,仙霞,虹古路419弄,31.20891834,121.3925624,1995,其它,其它,公寓,1.5,21000.0,2.0,347.0,60.0,35.0,9.0,7.0,6.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,53.0,64.0,59806
5256,虹仙小区,https://shanghai.anjuke.com/community/view/5256/,长宁,仙霞,仙霞路750弄,31.21162399,121.3912189,1990,其它,其它,公寓,4.5,10000.0,2.0,150.0,25.0,20.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,61208
5259,仙二小区,https://shanghai.anjuke.com/community/view/5259/,长宁,仙霞,仙霞路454弄,31.21102796,121.3997117,1994,新长宁（集团）有限公司,上海新长宁集团仙霞物业有限公司,公寓,1.2,86000.0,2.0,900.0,120.0,30.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,56691
5264,协虹苑,https://shanghai.anjuke.com/community/view/5264/,长宁,仙霞,福泉路495弄,31.20839952,121.3661326,2000,绿地集团,上海绿地物业管理有限公司,公寓,0.6,8000.0,1.5,480.0,65.0,30.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,56468
547971,水城路451号,https://shanghai.anjuke.com/community/view/547971/,长宁,仙霞,水城路451号,31.21248431,121.39945,1987,其它,其它,公寓,0.6,21000.0,2.5,320.0,20.0,30.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39842
561945,悦茂可乐公馆,https://shanghai.anjuke.com/community/view/561945/,长宁,仙霞,福泉路418弄,31.212457,121.366402,1994,其它,其它,公寓,1.2,21000.0,2.0,320.0,90.0,30.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52293
605460,仙城小区,https://shanghai.anjuke.com/community/view/605460/,长宁,仙霞,仙霞路486弄,31.21130936,121.3988057,1994,上海新长宁（集团）有限公司,上海新长宁集团仙霞物业有限公司,公寓,0.6,21000.0,2.0,320.0,80.0,35.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,64215
615,威宁大楼,https://shanghai.anjuke.com/community/view/615/,长宁,仙霞,仙霞路780弄2-4号,31.21233894,121.3904504,1991,其它,其它,公寓,1.35,41100.0,3.5,420.0,30.0,30.0,10.0,5.0,9.0,1.0,22.0,8.0,7.0,5.0,7.0,481.0,8.0,11.0,5.0,2.0,10.0,296.0,60.0,87.0,59053
7288,新城花园,https://shanghai.anjuke.com/community/view/7288/,长宁,仙霞,仙霞路577弄1-41号,31.21248961,121.3962965,1993,其它,上海新城物业有限公司,别墅,0.8,20000.0,0.39,40.0,50.0,60.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,79089
7295,太阳广场,https://shanghai.anjuke.com/community/view/7295/,长宁,仙霞,仙霞路88号,31.21123704,121.410381,1995,其它,其它,公寓,10.0,64582.0,1.78,386.0,186.0,12.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,45961
7329,丽晶大厦,https://shanghai.anjuke.com/community/view/7329/,长宁,仙霞,仙霞路28号,31.21064377,121.4135208,1995,其它,其它,公寓,7.8,26800.0,4.5,122.0,123.0,5.0,10.0,5.0,10.0,0.0,0.0,10.0,8.0,5.0,8.0,479.0,7.0,0.0,0.0,0.0,9.0,192.0,160.0,148.0,50124
7372,虹纺小区,https://shanghai.anjuke.com/community/view/7372/,长宁,仙霞,虹古路369弄,31.2071807,121.3956747,1988,上海新长宁（集团）有限公司,其它,公寓,0.6,35600.0,2.0,520.0,20.0,30.0,10.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,0.0,6.0,349.0,77.0,67.0,60595
7373,虹日小区,https://shanghai.anjuke.com/community/view/7373/,长宁,仙霞,水城路21弄,31.20694331,121.3978091,2000,其它,其它,公寓,0.5,9000.0,1.2,180.0,50.0,35.0,10.0,9.0,10.0,0.0,0.0,8.0,8.0,3.0,7.0,482.0,7.0,0.0,0.0,0.0,9.0,302.0,124.0,74.0,60563
7398,虹景小区,https://shanghai.anjuke.com/community/view/7398/,长宁,仙霞,虹古路208弄,31.21016280000001,121.3995503,1998,其它,其它,公寓,0.6,15000.0,2.0,150.0,49.0,35.0,10.0,8.0,10.0,0.0,0.0,9.0,7.0,4.0,9.0,480.0,8.0,0.0,0.0,0.0,10.0,308.0,100.0,92.0,61078
781108,协泰中心,https://shanghai.anjuke.com/community/view/781108/,长宁,仙霞,遵义南路88号,31.21039817,121.41251,1995,其它,其它,公寓,1.05,21000.0,2.0,320.0,90.0,35.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,33211
820115,新天山五村,https://shanghai.anjuke.com/community/view/820115/,长宁,仙霞,茅台路353号,31.21484046,121.4034582,1996,上海新长宁（集团）有限公司,新程物业,公寓,1.8,21000.0,1.5,320.0,90.0,35.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,67857
826,虹霞小区,https://shanghai.anjuke.com/community/view/826/,长宁,仙霞,虹古路380弄1-30号,31.21084197,121.3961613,1990,上海新长宁（集团）有限公司,其它,公寓,0.5,13800.0,2.0,612.0,140.0,35.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,62212
83469,仙霞西路299弄,https://shanghai.anjuke.com/community/view/83469/,长宁,仙霞,仙霞西路299弄,31.21433449,121.3718872,2000,新长宁集团,仙霞物业,老公房,0.4,3000.0,1.6,320.0,20.0,12.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,47037
915,芙蓉小区,https://shanghai.anjuke.com/community/view/915/,长宁,仙霞,芙蓉江路103弄,31.2137891,121.4023414,1984,其它,上海新长宁集团仙霞物业有限公司,公寓,0.4,6900.0,2.0,126.0,55.0,26.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,61914
930,古龙公寓,https://shanghai.anjuke.com/community/view/930/,长宁,仙霞,安龙路465弄,31.20988357,121.393361,2004,其它,新长宁物业有限公司,公寓,1.1,25000.0,1.5,300.0,100.0,40.0,9.0,10.0,10.0,1.0,23.0,8.0,7.0,3.0,8.0,482.0,8.0,9.0,6.0,2.0,10.0,304.0,58.0,80.0,71897
962,芙二小区,https://shanghai.anjuke.com/community/view/962/,长宁,仙霞,芙蓉江路150弄,31.21387079,121.4008387,1994,其它,上海新长宁集团仙霞物业有限公司,公寓,0.6,16500.0,3.2,280.0,130.0,36.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,58734
967,新乐小区,https://shanghai.anjuke.com/community/view/967/,长宁,仙霞,仙霞路888弄1-36号,31.2123737,121.3891065,1999,上海新长宁（集团）有限公司,上海新长宁集团仙霞物业有限公司,公寓,0.8,12000.0,2.0,600.0,180.0,25.0,9.0,6.0,9.0,1.0,17.0,8.0,6.0,5.0,7.0,482.0,8.0,11.0,4.0,2.0,8.0,288.0,52.0,86.0,55629
968,虹旭小区,https://shanghai.anjuke.com/community/view/968/,长宁,仙霞,虹古路417弄,31.20887922,121.3931943,1992,其它,上海新长宁集团仙霞物业有限公司,公寓,0.4,49000.0,1.9,450.0,160.0,40.0,9.0,6.5,9.0,0.0,0.0,8.0,1.5,1.5,3.0,162.0,3.5,0.0,0.0,0.0,8.0,187.0,98.0,74.5,59481
999,仙乐小区,https://shanghai.anjuke.com/community/view/999/,长宁,仙霞,仙霞路430弄,31.21093665,121.4010332,1985,其它,上海新长宁集团仙霞物业有限公司,公寓,1.2,9800.0,2.0,860.0,150.0,30.0,9.0,4.0,6.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,120.0,107.0,62094
1039,枫景苑（闸北公园）,https://shanghai.anjuke.com/community/view/1039/,静安,南京西路,柳营路768弄,31.26924643,121.4626871,2005,其它,其它,公寓,1.5,24000.0,2.3,239.0,64.0,35.0,8.0,8.0,10.0,1.0,26.0,7.0,12.0,19.0,22.0,447.0,8.0,9.0,7.0,7.0,8.0,210.0,56.0,142.0,72487
11046,申银发展大厦,https://shanghai.anjuke.com/community/view/11046/,静安,南京西路,武定路327号,31.24084663,121.4604645,1999,其它,其它,公寓,1.68,31261.0,3.0,159.0,109.0,20.0,9.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67271
114671,威海路650号,https://shanghai.anjuke.com/community/view/114671/,静安,南京西路,威海路650号,31.23290326,121.4656619,1996,上海海富置业有限公司,其它,老公房,1.0,18000.0,1.7,194.0,78.0,35.0,7.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152882
11477,化工大楼,https://shanghai.anjuke.com/community/view/11477/,静安,南京西路,威海路287弄,31.23285845,121.4725117,1990,其它,其它,公寓,1.2,18000.0,1.9,194.0,78.0,30.0,9.0,5.0,10.0,0.0,0.0,9.0,9.0,11.0,7.0,473.0,9.0,0.0,0.0,0.0,8.0,96.0,228.0,176.0,102747
114855,太阳公寓,https://shanghai.anjuke.com/community/view/114855/,静安,南京西路,茂名北路200弄,31.23234549,121.4656457,2015,其它,业主自管,公寓,1.0,2221.0,1.8,200.0,50.0,20.0,9.0,9.0,10.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,215.0,0.0,104433
115219,中亚泰兴大楼,https://shanghai.anjuke.com/community/view/115219/,静安,南京西路,泰兴路395弄,31.23873705,121.4638103,2001,其它,其它,公寓,2.8,30000.0,2.0,76.0,86.0,40.0,6.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68750
116009,九百大楼,https://shanghai.anjuke.com/community/view/116009/,静安,南京西路,北京西路940号,31.23700905,121.46286770000002,1985,静安置业有限公司,业主自管,公寓,0.75,18000.0,1.8,194.0,78.0,30.0,7.0,6.0,10.0,0.0,0.0,10.0,9.0,14.0,4.0,473.0,9.0,0.0,0.0,0.0,10.0,95.0,213.0,192.0,97434
116096,愚园路571号,https://shanghai.anjuke.com/community/view/116096/,静安,南京西路,愚园路571号,31.22756767,121.4444275,1987,其它,其它,老公房,0.6,23485.0,3.1,384.0,86.0,25.0,7.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52441
116256,陕西北路354弄,https://shanghai.anjuke.com/community/view/116256/,静安,南京西路,陕西北路342弄1-17号,31.23559888,121.4603604,2000,其它,其它,别墅,0.8,6500.0,1.9,68.0,23.0,30.0,7.0,7.0,10.0,0.0,0.0,10.0,8.0,14.0,4.0,474.0,9.0,0.0,0.0,0.0,9.0,99.0,199.0,202.0,79226
116685,泰兴路227弄小区,https://shanghai.anjuke.com/community/view/116685/,静安,南京西路,泰兴路227号,31.23679706,121.4647936,1982,上海海富置业有限公司,上海东湖物业管理有限公司,公寓,0.6,47000.0,1.7,1200.0,200.0,36.0,6.0,7.0,10.0,0.0,0.0,9.0,9.0,14.0,6.0,471.0,9.0,0.0,0.0,0.0,10.0,86.0,216.0,198.0,87755
11755,昌平路600弄,https://shanghai.anjuke.com/community/view/11755/,静安,南京西路,昌平路600弄,31.2412613,121.4501348,1993,其它,其它,公寓,0.25,420000.0,1.8,440.0,78.0,37.0,6.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29230
118579,山海关路274弄,https://shanghai.anjuke.com/community/view/118579/,静安,南京西路,新闸路613弄3-23号,31.24359595,121.4692151,1996,其它,其它,公寓,0.45,18000.0,1.9,194.0,78.0,30.0,8.0,5.0,7.0,0.0,0.0,9.0,9.0,18.0,11.0,462.0,0.0,0.0,0.0,0.0,8.0,98.0,199.0,203.0,96052
118713,延中小区,https://shanghai.anjuke.com/community/view/118713/,静安,南京西路,富民路61弄,31.22710420000001,121.4577986,1995,其它,其它,公寓,0.5,18000.0,1.9,194.0,78.0,30.0,8.0,6.0,10.0,0.0,0.0,9.0,9.0,12.0,3.0,476.0,10.0,0.0,0.0,0.0,9.0,119.0,192.0,189.0,121911
119883,新闸路565弄,https://shanghai.anjuke.com/community/view/119883/,静安,南京西路,成都北路1037弄,31.24609191,121.4691999,1983,其它,业主自管,公寓,0.5,18000.0,1.0,98.0,78.0,30.0,6.0,6.0,10.0,0.0,0.0,8.0,9.0,18.0,11.0,462.0,9.0,0.0,0.0,0.0,8.0,175.0,137.0,188.0,120664
120012,延安中路632弄小区,https://shanghai.anjuke.com/community/view/120012/,静安,南京西路,延安中路632弄,31.23056871,121.4687255,1996,其它,其它,公寓,0.85,13986.0,0.8,218.0,68.0,38.0,7.0,8.0,10.0,0.0,0.0,9.0,9.0,10.0,5.0,476.0,10.0,0.0,0.0,0.0,9.0,107.0,215.0,178.0,111353
12088,传媒文化园,https://shanghai.anjuke.com/community/view/12088/,静安,南京西路,昌平路990号,31.23893076,121.44310790000002,2008,上海申冠置业发展有限公司,其它,公寓,1.78,58000.0,1.9,520.0,458.0,40.0,7.0,10.0,6.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,155.0,0.0,21111
121426,南京西路1380号,https://shanghai.anjuke.com/community/view/121426/,静安,南京西路,南京西路1380号,31.22955739,121.4610562,1996,其它,其它,公寓,1.0,18000.0,1.9,194.0,78.0,30.0,8.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105142
121956,大同里,https://shanghai.anjuke.com/community/view/121956/,静安,南京西路,陕西北路493弄,31.24377436,121.4653845,2000,其它,公房物业,公寓,0.8,8700.0,1.9,68.0,26.0,35.0,9.0,8.0,9.0,0.0,0.0,10.0,9.0,17.0,9.0,465.0,9.0,0.0,0.0,0.0,8.0,149.0,154.0,197.0,95160
